subj,task,ord,paint,price,cons,resp,zresp,rt,zrt,conf,zconf,belcons,zbelcons,cor,zcor,corb,respcons,zrespcons,respconsb
1,1,0,1,1,0.6875,1,-0.67700320038633,7.583,0.741754462144902,6,-0.814821714382667,6,-0.263117405792109,1,0.428174419288838,1,0.6875,0.683276132712738,1
1,1,0,3,311,0.541666666666667,1,-0.67700320038633,1.422,-0.893923973005779,7,-0.271607238127556,7,0.263117405792109,1,0.428174419288838,1,0.458333333333333,-0.824264993307695,0
1,1,0,4,534,0.6875,1,-0.67700320038633,7.86,0.815294946893601,9,0.814821714382667,8,0.789352217376326,1,0.428174419288838,1,0.6875,0.683276132712738,1
1,1,0,6,5340,0.617021276595745,1,-0.67700320038633,1.789,-0.796489467941617,9,0.814821714382667,5,-0.789352217376326,1,0.428174419288838,1,0.617021276595745,0.2196416278051,1
1,1,0,7,17800,0.520833333333333,2,1.35400640077266,7.786,0.795648752411999,6,-0.814821714382667,4,-1.31558702896054,1,0.428174419288838,1,0.520833333333333,-0.41311741348394,1
1,1,0,10,267000,0.630434782608696,1,-0.67700320038633,2.633,-0.572416655205507,9,0.814821714382667,8,0.789352217376326,0,-2.14087209644419,0,0.630434782608696,0.307880516351919,1
1,1,0,11,3000000,0.583333333333333,2,1.35400640077266,3.683,-0.293653084858451,8,0.271607238127556,7,0.263117405792109,1,0.428174419288838,1,0.583333333333333,-0.00196983366018542,1
1,1,0,12,2500000,0.847826086956522,2,1.35400640077266,1.415,-0.895782396808092,10,1.35803619063778,10,1.84182184054476,1,0.428174419288838,1,0.847826086956522,1.73795905486933,1
2,1,0,1,1,0.6875,1,-0.957427107756338,0.848,-1.18361971811491,0,-2.55883157859579,7,1.06066017177982,1,0.428174419288838,1,0.6875,0.563182585166103,1
2,1,0,3,311,0.541666666666667,1,-0.957427107756338,6.218,1.43194403605418,5,0,5,0,1,0.428174419288838,1,0.458333333333333,-1.24949565621964,0
2,1,0,4,534,0.6875,1,-0.957427107756338,3.809,0.258593368681118,5,0,3,-1.06066017177982,1,0.428174419288838,1,0.6875,0.563182585166103,1
2,1,0,5,2670,0.608695652173913,1,-0.957427107756338,4.733,0.708645679454346,5,0,5,0,1,0.428174419288838,1,0.391304347826087,-1.77968612998463,0
2,1,0,6,5340,0.617021276595745,1,-0.957427107756338,5.427,1.04667198213467,6,0.511766315719159,5,0,1,0.428174419288838,1,0.617021276595745,0.00570513762193979,1
2,1,0,8,26700,0.775510204081633,2,0.957427107756338,1.544,-0.844619276233776,9,2.04706526287664,6,0.530330085889911,1,0.428174419288838,1,0.775510204081633,1.25933174280404,1
2,1,0,9,178000,0.591836734693878,2,0.957427107756338,5.642,1.15139194622152,5,0,3,-1.06066017177982,1,0.428174419288838,1,0.591836734693878,-0.193501281831654,1
2,1,0,10,267000,0.630434782608696,1,-0.957427107756338,0.072,-1.56158572802836,5,0,2,-1.59099025766973,0,-2.14087209644419,0,0.630434782608696,0.111804208852658,1
2,1,0,11,3000000,0.583333333333333,2,0.957427107756338,3.902,0.303890841518683,5,0,6,0.530330085889911,1,0.428174419288838,1,0.583333333333333,-0.260762070009232,1
2,1,0,12,2500000,0.847826086956522,2,0.957427107756338,0.94,-1.13880931487775,5,0,8,1.59099025766973,1,0.428174419288838,1,0.847826086956522,1.83134088052292,1
3,1,0,1,1,0.6875,1,-1.04446593573419,10.387,1.14877109512709,3,-0.462546126834829,5,-0.263025454922346,1,1.04446593573419,1,0.6875,0.657944657959678,1
